date YYY-MM-DD,rigidity_min GV,rigidity_max GV,electron_flux m^-2sr^-1s^-1GV^-1,electron_flux_error_statistical m^-2sr^-1s^-1GV^-1,electron_flux_error_timedependent m^-2sr^-1s^-1GV^-1
11.0,16.6,0.08812,0.00141,0.00088,0.00131
16.6,22.8,0.02581,0.00062,0.00026,0.00038
22.8,41.9,0.006065,0.000145,6.1e-05,9e-05
1.0,1.71,12.64,0.32,0.25,0.37
1.71,2.97,7.79,0.067,0.117,0.165
2.97,4.02,3.884,0.04,0.039,0.064
4.02,5.9,1.763,0.016,0.018,0.026
5.9,7.09,0.7994,0.011,0.008,0.0119
7.09,8.48,0.4881,0.0074,0.0049,0.0073
8.48,11.0,0.2431,0.0037,0.0024,0.0036
11.0,16.6,0.0885,0.00141,0.00089,0.00132
16.6,22.8,0.02796,0.00065,0.00028,0.00042
22.8,41.9,0.005751,0.000141,5.8e-05,8.5e-05
1.0,1.71,13.15,0.4,0.26,0.38
1.71,2.97,7.837,0.067,0.118,0.166
2.97,4.02,3.834,0.04,0.038,0.063
4.02,5.9,1.767,0.016,0.018,0.026
5.9,7.09,0.8307,0.0113,0.0083,0.0123
7.09,8.48,0.4921,0.0075,0.0049,0.0073
8.48,11.0,0.2468,0.0038,0.0025,0.0037
11.0,16.6,0.08968,0.00143,0.0009,0.00133
16.6,22.8,0.0261,0.00063,0.00026,0.00039
22.8,41.9,0.005983,0.000144,6e-05,8.9e-05
1.0,1.71,13.74,0.39,0.27,0.4
1.71,2.97,7.796,0.066,0.117,0.165
2.97,4.02,3.876,0.04,0.039,0.064
4.02,5.9,1.764,0.016,0.018,0.026
5.9,7.09,0.8169,0.0111,0.0082,0.0121
7.09,8.48,0.4975,0.0075,0.005,0.0074
8.48,11.0,0.2517,0.0038,0.0025,0.0037
11.0,16.6,0.08961,0.00143,0.0009,0.00133
16.6,22.8,0.02645,0.00063,0.00026,0.00039
22.8,41.9,0.005875,0.000143,5.9e-05,8.7e-05
1.0,1.71,13.06,0.49,0.26,0.38
1.71,2.97,7.543,0.276,0.113,0.16
2.97,4.02,3.644,0.158,0.036,0.06
4.02,5.9,1.762,0.035,0.018,0.026
5.9,7.09,0.8127,0.0212,0.0081,0.0121
7.09,8.48,0.4959,0.0137,0.005,0.0074
8.48,11.0,0.2527,0.0068,0.0025,0.0038
11.0,16.6,0.09162,0.0025,0.00092,0.00136
16.6,22.8,0.02761,0.00109,0.00028,0.00041
22.8,41.9,0.005935,0.000244,5.9e-05,8.8e-05
1.0,1.71,13.64,0.54,0.27,0.4
1.71,2.97,7.978,0.073,0.12,0.169
2.97,4.02,3.993,0.046,0.04,0.065
4.02,5.9,1.821,0.02,0.018,0.027
5.9,7.09,0.8194,0.0145,0.0082,0.0122
7.09,8.48,0.5104,0.01,0.0051,0.0076
8.48,11.0,0.2516,0.0051,0.0025,0.0037
11.0,16.6,0.09014,0.00193,0.0009,0.00134
16.6,22.8,0.02654,0.00087,0.00027,0.00039
22.8,41.9,0.006056,0.000197,6.1e-05,9e-05
1.0,1.71,13.33,0.34,0.27,0.39
1.71,2.97,7.812,0.067,0.117,0.166
2.97,4.02,3.847,0.04,0.038,0.063
4.02,5.9,1.765,0.016,0.018,0.026
5.9,7.09,0.8061,0.011,0.0081,0.012
7.09,8.48,0.4769,0.0073,0.0048,0.0071
8.48,11.0,0.2486,0.0038,0.0025,0.0037
11.0,16.6,0.08897,0.00142,0.00089,0.00132
16.6,22.8,0.02772,0.00065,0.00028,0.00041
22.8,41.9,0.006143,0.000146,6.1e-05,9.1e-05
1.0,1.71,12.85,0.35,0.26,0.37
1.71,2.97,7.501,0.066,0.113,0.159
2.97,4.02,3.779,0.039,0.038,0.062
4.02,5.9,1.694,0.016,0.017,0.025
5.9,7.09,0.7951,0.011,0.008,0.0118
7.09,8.48,0.4762,0.0074,0.0048,0.0071
8.48,11.0,0.2377,0.0037,0.0024,0.0035
11.0,16.6,0.08819,0.00142,0.00088,0.00131
16.6,22.8,0.02641,0.00063,0.00026,0.00039
22.8,41.9,0.006221,0.000147,6.2e-05,9.2e-05
1.0,1.71,12.3,0.36,0.25,0.36
1.71,2.97,7.507,0.066,0.113,0.159
2.97,4.02,3.758,0.039,0.038,0.062
4.02,5.9,1.705,0.016,0.017,0.025
5.9,7.09,0.7928,0.011,0.0079,0.0118
7.09,8.48,0.4856,0.0074,0.0049,0.0072
8.48,11.0,0.2501,0.0038,0.0025,0.0037
11.0,16.6,0.08346,0.00137,0.00083,0.00124
16.6,22.8,0.02625,0.00063,0.00026,0.00039
22.8,41.9,0.005715,0.000141,5.7e-05,8.5e-05
1.0,1.71,12.51,0.31,0.25,0.37
1.71,2.97,7.601,0.066,0.114,0.161
2.97,4.02,3.75,0.039,0.038,0.062
4.02,5.9,1.712,0.016,0.017,0.025
5.9,7.09,0.8018,0.0111,0.008,0.0119
7.09,8.48,0.4732,0.0074,0.0047,0.007
8.48,11.0,0.2448,0.0038,0.0024,0.0036
11.0,16.6,0.08615,0.00141,0.00086,0.00128
16.6,22.8,0.02554,0.00063,0.00026,0.00038
22.8,41.9,0.005892,0.000144,5.9e-05,8.8e-05
1.0,1.71,12.24,0.35,0.24,0.35
1.71,2.97,7.61,0.067,0.114,0.161
2.97,4.02,3.774,0.04,0.038,0.062
4.02,5.9,1.681,0.016,0.017,0.025
5.9,7.09,0.8031,0.011,0.008,0.0119
7.09,8.48,0.4755,0.0073,0.0048,0.0071
8.48,11.0,0.2411,0.0037,0.0024,0.0036
11.0,16.6,0.08325,0.00138,0.00083,0.00124
16.6,22.8,0.0268,0.00064,0.00027,0.0004
22.8,41.9,0.006081,0.000145,6.1e-05,9e-05
1.0,1.71,11.98,0.51,0.24,0.35
1.71,2.97,7.463,0.067,0.112,0.158
2.97,4.02,3.735,0.04,0.037,0.061
4.02,5.9,1.708,0.016,0.017,0.025
5.9,7.09,0.8077,0.0112,0.0081,0.012
7.09,8.48,0.4775,0.0074,0.0048,0.0071
8.48,11.0,0.2445,0.0038,0.0024,0.0036
11.0,16.6,0.08799,0.00142,0.00088,0.00131
16.6,22.8,0.02602,0.00063,0.00026,0.00039
22.8,41.9,0.005939,0.000144,5.9e-05,8.8e-05
1.0,1.71,12.29,0.37,0.25,0.36
1.71,2.97,7.597,0.065,0.114,0.161
2.97,4.02,3.772,0.039,0.038,0.062
4.02,5.9,1.704,0.016,0.017,0.025
5.9,7.09,0.8028,0.011,0.008,0.0119
7.09,8.48,0.4771,0.0074,0.0048,0.0071
8.48,11.0,0.2488,0.0038,0.0025,0.0037
11.0,16.6,0.08579,0.0014,0.00086,0.00128
16.6,22.8,0.0265,0.00064,0.00027,0.00039
22.8,41.9,0.005874,0.000142,5.9e-05,8.7e-05
1.0,1.71,12.63,0.35,0.25,0.37
1.71,2.97,7.619,0.065,0.114,0.162
2.97,4.02,3.751,0.039,0.038,0.062
4.02,5.9,1.732,0.016,0.017,0.026
5.9,7.09,0.8075,0.0111,0.0081,0.012
7.09,8.48,0.4782,0.0074,0.0048,0.0071
8.48,11.0,0.2414,0.0037,0.0024,0.0036
11.0,16.6,0.09067,0.00144,0.00091,0.00135
16.6,22.8,0.02528,0.00062,0.00025,0.00038
22.8,41.9,0.006181,0.000147,6.2e-05,9.2e-05
1.0,1.71,12.83,0.35,0.26,0.37
1.71,2.97,7.581,0.066,0.114,0.161
2.97,4.02,3.827,0.04,0.038,0.063
4.02,5.9,1.743,0.016,0.017,0.026
5.9,7.09,0.8017,0.011,0.008,0.0119
7.09,8.48,0.4811,0.0074,0.0048,0.0072
8.48,11.0,0.2471,0.0038,0.0025,0.0037
11.0,16.6,0.08479,0.00138,0.00085,0.00126
16.6,22.8,0.02725,0.00064,0.00027,0.00041
22.8,41.9,0.006067,0.000145,6.1e-05,9e-05
1.0,1.71,12.27,0.37,0.25,0.36
1.71,2.97,7.594,0.066,0.114,0.161
2.97,4.02,3.725,0.039,0.037,0.061
4.02,5.9,1.724,0.016,0.017,0.026
5.9,7.09,0.8012,0.011,0.008,0.0119
7.09,8.48,0.4615,0.0072,0.0046,0.0069
8.48,11.0,0.2457,0.0038,0.0025,0.0037
11.0,16.6,0.08532,0.0014,0.00085,0.00127
16.6,22.8,0.02678,0.00064,0.00027,0.0004
22.8,41.9,0.006009,0.000145,6e-05,8.9e-05
1.0,1.71,12.45,0.41,0.25,0.36
1.71,2.97,7.457,0.066,0.112,0.158
2.97,4.02,3.732,0.039,0.037,0.061
4.02,5.9,1.693,0.016,0.017,0.025
5.9,7.09,0.7912,0.0109,0.0079,0.0118
7.09,8.48,0.4745,0.0073,0.0047,0.0071
8.48,11.0,0.2447,0.0037,0.0024,0.0036
11.0,16.6,0.08559,0.00139,0.00086,0.00127
16.6,22.8,0.02592,0.00063,0.00026,0.00039
22.8,41.9,0.005952,0.000144,6e-05,8.8e-05
1.0,1.71,12.82,0.45,0.26,0.37
1.71,2.97,7.525,0.07,0.113,0.16
2.97,4.02,3.651,0.04,0.037,0.06
4.02,5.9,1.702,0.016,0.017,0.025
5.9,7.09,0.7884,0.0112,0.0079,0.0117
7.09,8.48,0.4708,0.0074,0.0047,0.007
8.48,11.0,0.2447,0.0038,0.0024,0.0036
11.0,16.6,0.08554,0.00142,0.00086,0.00127
16.6,22.8,0.02443,0.00062,0.00024,0.00036
22.8,41.9,0.006068,0.000147,6.1e-05,9e-05
1.0,1.71,12.91,0.43,0.26,0.37
1.71,2.97,7.627,0.067,0.114,0.162
2.97,4.02,3.672,0.039,0.037,0.06
4.02,5.9,1.719,0.016,0.017,0.026
5.9,7.09,0.796,0.011,0.008,0.0118
7.09,8.48,0.4796,0.0074,0.0048,0.0071
8.48,11.0,0.2472,0.0038,0.0025,0.0037
11.0,16.6,0.08563,0.00141,0.00086,0.00127
16.6,22.8,0.02724,0.00066,0.00027,0.0004
22.8,41.9,0.006029,0.000146,6e-05,9e-05
1.0,1.71,11.92,0.3,0.24,0.35
1.71,2.97,7.413,0.066,0.111,0.157
2.97,4.02,3.681,0.039,0.037,0.061
4.02,5.9,1.671,0.016,0.017,0.025
5.9,7.09,0.7999,0.0111,0.008,0.0119
7.09,8.48,0.4651,0.0073,0.0047,0.0069
8.48,11.0,0.2328,0.0037,0.0023,0.0035
11.0,16.6,0.08308,0.00138,0.00083,0.00124
16.6,22.8,0.02581,0.00062,0.00026,0.00039
22.8,41.9,0.006308,0.000149,6.3e-05,9.4e-05
1.0,1.71,12.21,0.29,0.25,0.36
1.71,2.97,7.498,0.066,0.112,0.159
2.97,4.02,3.674,0.039,0.037,0.06
4.02,5.9,1.681,0.015,0.017,0.025
5.9,7.09,0.7945,0.011,0.0079,0.0118
7.09,8.48,0.4673,0.0073,0.0047,0.0069
8.48,11.0,0.2402,0.0037,0.0024,0.0036
11.0,16.6,0.08349,0.00138,0.00083,0.00124
16.6,22.8,0.02781,0.00065,0.00028,0.00041
22.8,41.9,0.006093,0.000146,6.1e-05,9.1e-05
1.0,1.71,12.89,0.34,0.26,0.37
1.71,2.97,7.431,0.066,0.112,0.158
2.97,4.02,3.7,0.039,0.037,0.061
4.02,5.9,1.735,0.016,0.017,0.026
5.9,7.09,0.8091,0.0111,0.0081,0.012
7.09,8.48,0.4642,0.0073,0.0046,0.0069
8.48,11.0,0.2476,0.0038,0.0025,0.0037
11.0,16.6,0.08471,0.00139,0.00085,0.00126
16.6,22.8,0.02528,0.00062,0.00025,0.00038
22.8,41.9,0.006129,0.000146,6.1e-05,9.1e-05
1.0,1.71,12.97,0.38,0.26,0.38
1.71,2.97,7.571,0.065,0.114,0.161
2.97,4.02,3.726,0.039,0.037,0.061
4.02,5.9,1.695,0.015,0.017,0.025
5.9,7.09,0.8067,0.011,0.0081,0.012
7.09,8.48,0.4669,0.0073,0.0047,0.0069
8.48,11.0,0.2447,0.0037,0.0024,0.0036
11.0,16.6,0.08489,0.00139,0.00085,0.00126
16.6,22.8,0.02724,0.00064,0.00027,0.00041
22.8,41.9,0.006169,0.000146,6.2e-05,9.2e-05
1.0,1.71,12.39,0.3,0.25,0.36
1.71,2.97,7.472,0.065,0.112,0.158
2.97,4.02,3.744,0.039,0.037,0.061
4.02,5.9,1.732,0.016,0.017,0.026
5.9,7.09,0.7831,0.0108,0.0078,0.0116
7.09,8.48,0.4671,0.0072,0.0047,0.0069
8.48,11.0,0.2415,0.0037,0.0024,0.0036
11.0,16.6,0.08708,0.0014,0.00087,0.00129
16.6,22.8,0.02593,0.00063,0.00026,0.00039
22.8,41.9,0.005951,0.000144,6e-05,8.9e-05
1.0,1.71,12.88,0.33,0.26,0.37
1.71,2.97,7.501,0.065,0.113,0.159
2.97,4.02,3.698,0.038,0.037,0.061
4.02,5.9,1.712,0.016,0.017,0.025
5.9,7.09,0.8178,0.0111,0.0082,0.0122
7.09,8.48,0.4652,0.0072,0.0047,0.0069
8.48,11.0,0.2471,0.0038,0.0025,0.0037
11.0,16.6,0.08545,0.00139,0.00085,0.00127
16.6,22.8,0.02628,0.00063,0.00026,0.00039
22.8,41.9,0.005848,0.000143,5.8e-05,8.7e-05
1.0,1.71,12.55,0.34,0.25,0.36
1.71,2.97,7.546,0.064,0.113,0.16
2.97,4.02,3.697,0.038,0.037,0.061
4.02,5.9,1.721,0.015,0.017,0.026
5.9,7.09,0.8089,0.0109,0.0081,0.012
7.09,8.48,0.4869,0.0073,0.0049,0.0072
8.48,11.0,0.2401,0.0037,0.0024,0.0036
11.0,16.6,0.08582,0.00139,0.00086,0.00128
16.6,22.8,0.02699,0.00064,0.00027,0.0004
22.8,41.9,0.006009,0.000144,6e-05,8.9e-05
1.0,1.71,13.13,0.3,0.26,0.38
1.71,2.97,7.716,0.065,0.116,0.164
2.97,4.02,3.734,0.039,0.037,0.061
4.02,5.9,1.747,0.016,0.017,0.026
5.9,7.09,0.8229,0.011,0.0082,0.0122
7.09,8.48,0.4717,0.0072,0.0047,0.007
8.48,11.0,0.2492,0.0038,0.0025,0.0037
11.0,16.6,0.08451,0.00138,0.00085,0.00126
16.6,22.8,0.02641,0.00063,0.00026,0.00039
22.8,41.9,0.006299,0.000147,6.3e-05,9.4e-05
1.0,1.71,12.57,0.31,0.25,0.36
1.71,2.97,7.506,0.063,0.113,0.159
2.97,4.02,3.703,0.038,0.037,0.061
4.02,5.9,1.72,0.015,0.017,0.026
5.9,7.09,0.8005,0.0109,0.008,0.0119
7.09,8.48,0.4942,0.0074,0.0049,0.0073
8.48,11.0,0.2556,0.0038,0.0026,0.0038
11.0,16.6,0.08571,0.00138,0.00086,0.00127
16.6,22.8,0.02671,0.00063,0.00027,0.0004
22.8,41.9,0.005968,0.000144,6e-05,8.9e-05
1.0,1.71,12.41,0.33,0.25,0.36
1.71,2.97,7.609,0.066,0.114,0.161
2.97,4.02,3.701,0.039,0.037,0.061
4.02,5.9,1.721,0.016,0.017,0.026
5.9,7.09,0.8065,0.011,0.0081,0.012
7.09,8.48,0.4745,0.0073,0.0047,0.0071
8.48,11.0,0.2543,0.0038,0.0025,0.0038
11.0,16.6,0.0888,0.00142,0.00089,0.00132
16.6,22.8,0.02576,0.00062,0.00026,0.00038
22.8,41.9,0.006232,0.000146,6.2e-05,9.3e-05
1.0,1.71,12.51,0.38,0.25,0.37
1.71,2.97,7.526,0.064,0.113,0.16
2.97,4.02,3.792,0.039,0.038,0.062
4.02,5.9,1.72,0.016,0.017,0.026
5.9,7.09,0.8119,0.0111,0.0081,0.0121
7.09,8.48,0.4814,0.0074,0.0048,0.0072
8.48,11.0,0.2464,0.0038,0.0025,0.0037
11.0,16.6,0.08813,0.00142,0.00088,0.00131
16.6,22.8,0.02632,0.00063,0.00026,0.00039
22.8,41.9,0.006231,0.000148,6.2e-05,9.3e-05
1.0,1.71,12.61,0.28,0.25,0.37
1.71,2.97,7.766,0.067,0.116,0.165
2.97,4.02,3.823,0.039,0.038,0.063
4.02,5.9,1.731,0.016,0.017,0.026
5.9,7.09,0.8256,0.0111,0.0083,0.0123
7.09,8.48,0.4893,0.0074,0.0049,0.0073
8.48,11.0,0.2527,0.0038,0.0025,0.0038
11.0,16.6,0.08686,0.0014,0.00087,0.00129
16.6,22.8,0.02632,0.00063,0.00026,0.00039
22.8,41.9,0.00615,0.000146,6.2e-05,9.1e-05
1.0,1.71,13.51,0.34,0.27,0.39
1.71,2.97,7.788,0.08,0.117,0.165
2.97,4.02,3.849,0.054,0.038,0.063
4.02,5.9,1.796,0.025,0.018,0.027
5.9,7.09,0.8129,0.0189,0.0081,0.0121
7.09,8.48,0.4754,0.0128,0.0048,0.0071
8.48,11.0,0.2586,0.0068,0.0026,0.0038
11.0,16.6,0.08415,0.0025,0.00084,0.00125
16.6,22.8,0.02535,0.00116,0.00025,0.00038
22.8,41.9,0.005864,0.000263,5.9e-05,8.7e-05
1.0,1.71,12.25,0.56,0.24,0.36
1.71,2.97,7.901,0.144,0.119,0.168
2.97,4.02,3.824,0.061,0.038,0.063
4.02,5.9,1.771,0.021,0.018,0.026
5.9,7.09,0.8159,0.0139,0.0082,0.0121
7.09,8.48,0.4775,0.0092,0.0048,0.0071
8.48,11.0,0.2592,0.0048,0.0026,0.0039
11.0,16.6,0.08717,0.00173,0.00087,0.0013
16.6,22.8,0.02714,0.00078,0.00027,0.0004
22.8,41.9,0.005994,0.000175,6e-05,8.9e-05
1.0,1.71,13.05,0.31,0.26,0.38
1.71,2.97,8.058,0.066,0.121,0.171
2.97,4.02,3.859,0.039,0.039,0.063
4.02,5.9,1.821,0.016,0.018,0.027
5.9,7.09,0.8218,0.0111,0.0082,0.0122
7.09,8.48,0.4961,0.0075,0.005,0.0074
8.48,11.0,0.2511,0.0038,0.0025,0.0037
11.0,16.6,0.08795,0.00142,0.00088,0.00131
16.6,22.8,0.02589,0.00064,0.00026,0.00038
22.8,41.9,0.005957,0.000145,6e-05,8.9e-05
1.0,1.71,13.09,0.26,0.26,0.38
1.71,2.97,7.83,0.069,0.117,0.166
2.97,4.02,3.938,0.04,0.039,0.065
4.02,5.9,1.74,0.016,0.017,0.026
5.9,7.09,0.8198,0.0112,0.0082,0.0122
7.09,8.48,0.4768,0.0074,0.0048,0.0071
8.48,11.0,0.2427,0.0038,0.0024,0.0036
11.0,16.6,0.08842,0.00142,0.00088,0.00131
16.6,22.8,0.02627,0.00063,0.00026,0.00039
22.8,41.9,0.006034,0.000146,6e-05,9e-05
1.0,1.71,13.99,0.41,0.28,0.41
1.71,2.97,7.992,0.067,0.12,0.17
2.97,4.02,3.837,0.039,0.038,0.063
4.02,5.9,1.752,0.016,0.018,0.026
5.9,7.09,0.7914,0.0109,0.0079,0.0118
7.09,8.48,0.4705,0.0073,0.0047,0.007
8.48,11.0,0.2505,0.0038,0.0025,0.0037
11.0,16.6,0.08633,0.00141,0.00086,0.00128
16.6,22.8,0.02744,0.00065,0.00027,0.00041
22.8,41.9,0.006292,0.000149,6.3e-05,9.4e-05
1.0,1.71,13.21,0.32,0.27,0.39
1.71,2.97,7.791,0.065,0.117,0.165
2.97,4.02,3.841,0.039,0.038,0.063
4.02,5.9,1.745,0.016,0.017,0.026
5.9,7.09,0.8114,0.011,0.0081,0.0121
7.09,8.48,0.5003,0.0075,0.005,0.0074
8.48,11.0,0.2478,0.0038,0.0025,0.0037
11.0,16.6,0.08622,0.0014,0.00086,0.00128
16.6,22.8,0.02568,0.00063,0.00026,0.00038
22.8,41.9,0.006177,0.000147,6.2e-05,9.2e-05
1.0,1.71,12.87,0.28,0.26,0.37
1.71,2.97,7.811,0.066,0.117,0.166
2.97,4.02,3.914,0.04,0.039,0.064
4.02,5.9,1.771,0.016,0.018,0.026
5.9,7.09,0.8162,0.0111,0.0082,0.0121
7.09,8.48,0.4946,0.0074,0.0049,0.0074
8.48,11.0,0.2461,0.0038,0.0025,0.0037
11.0,16.6,0.08496,0.00139,0.00085,0.00126
16.6,22.8,0.02608,0.00063,0.00026,0.00039
22.8,41.9,0.006088,0.000145,6.1e-05,9.1e-05
1.0,1.71,12.65,0.33,0.25,0.37
1.71,2.97,7.703,0.067,0.116,0.163
2.97,4.02,3.818,0.04,0.038,0.063
4.02,5.9,1.713,0.016,0.017,0.025
5.9,7.09,0.7813,0.0109,0.0078,0.0116
7.09,8.48,0.4623,0.0073,0.0046,0.0069
8.48,11.0,0.2429,0.0038,0.0024,0.0036
11.0,16.6,0.08325,0.00138,0.00083,0.00124
16.6,22.8,0.02498,0.00062,0.00025,0.00037
22.8,41.9,0.005718,0.000141,5.7e-05,8.5e-05
1.0,1.71,12.92,0.36,0.26,0.37
1.71,2.97,7.584,0.065,0.114,0.161
2.97,4.02,3.735,0.039,0.037,0.061
4.02,5.9,1.758,0.016,0.018,0.026
5.9,7.09,0.8023,0.011,0.008,0.0119
7.09,8.48,0.4798,0.0074,0.0048,0.0071
8.48,11.0,0.2452,0.0038,0.0025,0.0036
11.0,16.6,0.08566,0.0014,0.00086,0.00127
16.6,22.8,0.02638,0.00064,0.00026,0.00039
22.8,41.9,0.005762,0.000142,5.8e-05,8.6e-05
1.0,1.71,13.64,0.29,0.27,0.4
1.71,2.97,7.604,0.064,0.114,0.161
2.97,4.02,3.787,0.039,0.038,0.062
4.02,5.9,1.711,0.015,0.017,0.025
5.9,7.09,0.8143,0.011,0.0081,0.0121
7.09,8.48,0.4791,0.0073,0.0048,0.0071
8.48,11.0,0.2495,0.0038,0.0025,0.0037
11.0,16.6,0.08511,0.00139,0.00085,0.00127
16.6,22.8,0.02481,0.00061,0.00025,0.00037
22.8,41.9,0.006305,0.000148,6.3e-05,9.4e-05
1.0,1.71,12.74,0.33,0.25,0.37
1.71,2.97,7.76,0.066,0.116,0.165
2.97,4.02,3.725,0.039,0.037,0.061
4.02,5.9,1.73,0.016,0.017,0.026
5.9,7.09,0.8119,0.0111,0.0081,0.0121
7.09,8.48,0.4596,0.0072,0.0046,0.0068
8.48,11.0,0.2441,0.0038,0.0024,0.0036
11.0,16.6,0.08489,0.00139,0.00085,0.00126
16.6,22.8,0.02489,0.00061,0.00025,0.00037
22.8,41.9,0.005989,0.000144,6e-05,8.9e-05
1.0,1.71,13.3,0.43,0.27,0.39
1.71,2.97,7.771,0.064,0.117,0.165
2.97,4.02,3.864,0.039,0.039,0.063
4.02,5.9,1.757,0.016,0.018,0.026
5.9,7.09,0.8276,0.011,0.0083,0.0123
7.09,8.48,0.4761,0.0073,0.0048,0.0071
8.48,11.0,0.2424,0.0037,0.0024,0.0036
11.0,16.6,0.08698,0.0014,0.00087,0.00129
16.6,22.8,0.02682,0.00064,0.00027,0.0004
22.8,41.9,0.005766,0.000141,5.8e-05,8.6e-05
1.0,1.71,12.87,0.28,0.26,0.37
1.71,2.97,7.857,0.066,0.118,0.167
2.97,4.02,3.811,0.039,0.038,0.063
4.02,5.9,1.788,0.016,0.018,0.027
5.9,7.09,0.8301,0.0111,0.0083,0.0123
7.09,8.48,0.4737,0.0073,0.0047,0.007
8.48,11.0,0.2436,0.0037,0.0024,0.0036
11.0,16.6,0.08765,0.0014,0.00088,0.0013
16.6,22.8,0.02576,0.00062,0.00026,0.00038
22.8,41.9,0.006038,0.000145,6e-05,9e-05
1.0,1.71,11.91,0.29,0.24,0.35
1.71,2.97,7.428,0.064,0.111,0.158
2.97,4.02,3.693,0.039,0.037,0.061
4.02,5.9,1.685,0.015,0.017,0.025
5.9,7.09,0.7898,0.011,0.0079,0.0117
7.09,8.48,0.4735,0.0073,0.0047,0.007
8.48,11.0,0.2428,0.0037,0.0024,0.0036
11.0,16.6,0.08457,0.00139,0.00085,0.00126
16.6,22.8,0.02588,0.00063,0.00026,0.00038
22.8,41.9,0.005951,0.000144,6e-05,8.8e-05
1.0,1.71,12.18,0.38,0.24,0.35
1.71,2.97,7.091,0.065,0.106,0.15
2.97,4.02,3.55,0.038,0.036,0.058
4.02,5.9,1.604,0.015,0.016,0.024
5.9,7.09,0.7699,0.0108,0.0077,0.0114
7.09,8.48,0.4569,0.0072,0.0046,0.0068
8.48,11.0,0.2372,0.0037,0.0024,0.0035
11.0,16.6,0.08149,0.00137,0.00081,0.00121
16.6,22.8,0.02504,0.00062,0.00025,0.00037
22.8,41.9,0.005933,0.000144,5.9e-05,8.8e-05
1.0,1.71,12.65,0.56,0.25,0.37
1.71,2.97,7.386,0.067,0.111,0.157
2.97,4.02,3.667,0.039,0.037,0.06
4.02,5.9,1.652,0.015,0.017,0.025
5.9,7.09,0.7716,0.0108,0.0077,0.0115
7.09,8.48,0.4548,0.0072,0.0045,0.0068
8.48,11.0,0.2311,0.0037,0.0023,0.0034
11.0,16.6,0.08204,0.00137,0.00082,0.00122
16.6,22.8,0.02392,0.0006,0.00024,0.00036
22.8,41.9,0.005894,0.000144,5.9e-05,8.8e-05
1.0,1.71,12.32,0.26,0.25,0.36
1.71,2.97,7.335,0.066,0.11,0.156
2.97,4.02,3.636,0.039,0.036,0.06
4.02,5.9,1.645,0.015,0.016,0.024
5.9,7.09,0.7689,0.0108,0.0077,0.0114
7.09,8.48,0.4457,0.0071,0.0045,0.0066
8.48,11.0,0.2341,0.0037,0.0023,0.0035
11.0,16.6,0.08223,0.00137,0.00082,0.00122
16.6,22.8,0.02542,0.00062,0.00025,0.00038
22.8,41.9,0.005862,0.000143,5.9e-05,8.7e-05
1.0,1.71,12.61,0.37,0.25,0.37
1.71,2.97,7.452,0.066,0.112,0.158
2.97,4.02,3.721,0.039,0.037,0.061
4.02,5.9,1.703,0.016,0.017,0.025
5.9,7.09,0.7842,0.0109,0.0078,0.0117
7.09,8.48,0.4602,0.0072,0.0046,0.0068
8.48,11.0,0.2343,0.0037,0.0023,0.0035
11.0,16.6,0.08339,0.00138,0.00083,0.00124
16.6,22.8,0.02576,0.00063,0.00026,0.00038
22.8,41.9,0.006074,0.000146,6.1e-05,9e-05
1.0,1.71,13.11,0.27,0.26,0.38
1.71,2.97,7.719,0.065,0.116,0.164
2.97,4.02,3.751,0.038,0.038,0.062
4.02,5.9,1.701,0.015,0.017,0.025
5.9,7.09,0.7948,0.0109,0.0079,0.0118
7.09,8.48,0.4648,0.0072,0.0046,0.0069
8.48,11.0,0.2455,0.0037,0.0025,0.0036
11.0,16.6,0.08617,0.0014,0.00086,0.00128
16.6,22.8,0.02478,0.00061,0.00025,0.00037
22.8,41.9,0.006154,0.000147,6.2e-05,9.1e-05
1.0,1.71,13.35,0.31,0.27,0.39
1.71,2.97,7.831,0.066,0.117,0.166
2.97,4.02,3.826,0.039,0.038,0.063
4.02,5.9,1.749,0.016,0.017,0.026
5.9,7.09,0.8104,0.011,0.0081,0.012
7.09,8.48,0.481,0.0074,0.0048,0.0072
8.48,11.0,0.2535,0.0038,0.0025,0.0038
11.0,16.6,0.08858,0.00142,0.00089,0.00132
16.6,22.8,0.02768,0.00065,0.00028,0.00041
22.8,41.9,0.005994,0.000145,6e-05,8.9e-05
1.0,1.71,13.64,0.39,0.27,0.4
1.71,2.97,7.726,0.065,0.116,0.164
2.97,4.02,3.873,0.039,0.039,0.064
4.02,5.9,1.749,0.016,0.017,0.026
5.9,7.09,0.8061,0.011,0.0081,0.012
7.09,8.48,0.4774,0.0073,0.0048,0.0071
8.48,11.0,0.2392,0.0037,0.0024,0.0036
11.0,16.6,0.08598,0.0014,0.00086,0.00128
16.6,22.8,0.02678,0.00064,0.00027,0.0004
22.8,41.9,0.006097,0.000145,6.1e-05,9.1e-05
1.0,1.71,13.43,0.31,0.27,0.39
1.71,2.97,7.754,0.065,0.116,0.164
2.97,4.02,3.772,0.039,0.038,0.062
4.02,5.9,1.732,0.016,0.017,0.026
5.9,7.09,0.8115,0.0109,0.0081,0.0121
7.09,8.48,0.4775,0.0073,0.0048,0.0071
8.48,11.0,0.2479,0.0037,0.0025,0.0037
11.0,16.6,0.08758,0.0014,0.00088,0.0013
